SITE_ID,UID,VISIT_NO,REF_NWCA,NWCA_ECO4,NWCA_WET_GRP,TOTN_SPP,TOTN_FAM,H_ALL,J_ALL,D_ALL,TOTN_NATSPP,TOTN_INTRSPP,H_NAT,J_NAT,D_NAT,N_GRAMINOID,N_FORB,N_HERB,N_SHRUB,N_TREE,N_ANNUAL,N_PERENNIAL,FREQ_SUBMERGED_AQ,FREQ_FLOATING_AQ,FREQ_VTALL_VEG,FREQ_TALL_VEG,FREQ_HMED_VEG,FREQ_MED_VEG,FREQ_SMALL_VEG,FREQ_VSMALL_VEG,FREQ_H2O,FREQ_LITTER,FREQ_EXPOSED_SOIL,FREQ_EXPOSED_GRAVEL,XABCOV_AC,ELEVMAX_200M,ELEVMEAN_200M,ELEVMIN_200M,PCVPY_PT,PIP_PT,PMAX_PT,PMEAN_PT,PMIN_PT,TIP_PT,TMAX_PT,TMAXSD_PT,TMEAN_PT,TMEANPW_PT,TMEANPY_PT,TMEANSD_PT,TMIN_PT,TMINSD_PT,pH_All_Layers,pH_Upper_Layer
NWCA11-2358,3807,1,M,W,PRLH,14,7,1.1238,0.4258,0.585,7,6,0.5515,0.2834,0.2528,7,4,11,0,0,0,14,0,20,0,0,0,100,100,20,20,80,40,0,44.6,175.7,167.658,161.18,0.413572,30.212,11.669,114.976,7.678,25.58,23.2,0.586,16.616,5.203,17.086,0.51,10.03,0.589,4.675,4.675
NWCA11-2359,3805,1,L,W,PRLH,61,26,2.8156,0.6849,0.9033,50,3,2.7198,0.6952,0.8989,10,39,49,1,4,4,47,0,0,0,40,60,40,80,100,60,0,100,0,2.8,296.22,291.065,289.17,0.452767,58.238,11.297,101.277,5.529,20.426,15.78,0.657,10.257,-4.028,10.07,0.611,4.73,0.651,5.2,5.35
NWCA11-2361,4407,2,I,EMU,PRLW,58,33,2.7554,0.6786,0.9097,43,3,2.6274,0.6986,0.9026,6,20,26,2,10,1,45,0,0,0,100,100,60,100,100,0,100,100,0,3.12,29.53,20.398,14.61,0.598438,26.285,19.544,124.801,4.016,15.415,15.04,0.612,10.332,3.988,9.903,0.525,5.63,0.518,5.616666667,5.4
NWCA11-2361,4546,1,I,EMU,PRLW,67,35,2.6504,0.6303,0.8705,55,4,2.5919,0.6468,0.8668,13,26,39,3,10,1,54,0,0,80,100,20,60,100,100,0,100,80,0,1.1,164.65,164.45,164.26,0.703812,46.285,12.669,109.039,6.139,21.748,17.64,0.667,11.951,-2.587,12.117,0.605,6.26,0.643,4.5,4.6
NWCA11-2365,4298,2,M,EMU,PRLW,54,31,2.56,0.6418,0.8827,48,3,2.5113,0.6487,0.8793,11,21,32,0,8,3,44,0,0,0,100,80,60,100,100,0,100,60,0,2.24,122.63,115.953,114.99,0.451811,56.56,10.791,111.133,6.967,16.237,11.28,0.639,5.103,-7.68,5.933,0.736,-1.08,0.974,5.666666667,5.666666667
NWCA11-2365,4310,1,M,EMU,PRLW,59,34,2.5629,0.6285,0.8815,49,2,2.4835,0.6381,0.8756,12,15,27,1,9,1,47,0,0,20,80,40,40,80,80,0,100,80,0,1.06,7.61,4.63,0.88,1.61836,1.424,9.351,38.905,3.70E-02,16.782,18.44,0.628,15.134,13.003,15.115,0.498,11.83,0.505,8.1,8.033333333
NWCA11-2366,4311,1,I,EMU,PRLW,45,24,2.6441,0.6946,0.9153,32,9,2.4851,0.717,0.905,13,21,34,2,1,1,35,0,0,0,0,0,80,100,100,0,100,40,0,8.86,995.96,993.855,991.09,1.05838,21.133,7.343,43.646,1.11,22.982,20.8,0.689,12.242,-0.57,12.754,0.516,3.68,0.485,8.033333333,8.166666667
NWCA11-2367,4297,1,I,EMU,PRLW,40,24,1.9242,0.5216,0.7015,30,3,1.8471,0.5431,0.6917,9,18,27,1,1,2,29,0,0,0,0,0,0,60,60,0,40,0,0,0.26,224.23,223.402,222.64,0.388305,57.188,10.568,104.598,6.532,17.902,12.13,0.719,6.722,-7.702,6.544,0.83,1.31,0.987,4.95,4.833333333
NWCA11-2368,4296,1,I,EMU,PRLH,39,25,2.2366,0.6105,0.8211,29,6,2.3573,0.7001,0.8651,4,9,13,2,6,4,32,0,0,0,0,80,20,80,80,0,100,20,0,51.28,26.92,26.682,26.63,1.09543,5.213,6.083,30.255,0.019,21.708,24.13,0.586,16.637,8.487,16.335,0.48,9.14,0.656,6.433333333,5.8
NWCA11-2369,4295,1,I,EMU,PRLH,26,17,1.6911,0.519,0.7369,19,3,1.4201,0.4823,0.6137,9,7,16,1,3,0,23,20,0,0,0,0,0,0,0,60,100,80,0,52.62,1049.03,1048.84,1048.42,0.856474,38.077,7.66,44.917,0.776,19.205,17.76,0.818,9.655,-3.607,9.275,0.646,1.55,0.584,8.1,7.966666667
NWCA11-2370,4312,1,M,EMU,PRLW,53,27,2.6843,0.6761,0.8979,46,2,2.6323,0.6875,0.8953,4,25,29,3,6,1,47,0,0,0,0,20,80,100,100,0,100,100,0,0.44,0.93,0.741,0.62,0.555033,54.251,10.834,109.161,7.696,24.123,19.49,0.592,15.01,2.692,15.604,0.549,10.53,0.662,6.166666667,6.166666667
NWCA11-2371,4294,1,I,EMU,PRLW,53,31,2.1541,0.5426,0.8329,36,7,2.0568,0.574,0.8242,6,32,38,0,6,3,42,0,0,0,0,0,0,0,0,40,100,100,100,3.02,363.97,362.346,360.41,0.650385,46.727,11.058,76.481,1.861,15.699,10.67,0.982,4.606,-11.96,4.508,0.975,-1.45,1.148,5,5.5
NWCA11-2373,4292,1,M,EMU,PRLW,63,29,2.6762,0.6459,0.8955,47,3,2.6136,0.6788,0.8923,11,25,36,3,4,2,48,0,0,0,100,80,80,100,100,0,100,100,80,0.26,94.27,93.327,91.76,0.773559,52.828,13.892,128.819,7.129,24.048,20.38,0.68,14.489,1.225,15.02,0.579,8.6,0.638,6.82,6.45
NWCA11-2376,4313,1,I,EMU,PRLH,12,10,1.0455,0.4207,0.5809,6,2,0.9828,0.5485,0.5706,1,5,6,0,2,0,10,0,100,0,20,0,20,20,20,100,40,20,0,1.24,125.32,108.606,105.18,0.856654,62.778,13.364,122.005,7.465,23.342,19.68,0.701,14.017,0.716,14.532,0.576,8.36,0.577,,
NWCA11-2381,4405,1,I,EMU,PRLW,65,36,2.3337,0.5591,0.848,63,1,2.3302,0.5624,0.8478,8,27,35,8,6,1,64,20,40,0,60,100,100,100,100,40,80,20,0,0.06,219.2,215.521,213.35,0.655136,41.382,9.398,79.06,3.024,17.23,12.09,0.873,7.118,-7.432,6.893,0.834,2.15,0.861,6.3,6.3
NWCA11-2381,4550,2,I,EMU,PRLW,59,34,2.1125,0.5181,0.8029,58,1,2.1033,0.518,0.8022,6,21,27,9,7,3,56,0,40,0,60,100,100,100,100,40,80,0,0,0.2,973.35,943.13,932.51,0.740244,15.498,40.008,231.8,1.929,15.115,15.37,0.912,10.519,5.61,10.126,0.772,5.66,0.987,5.64,5
NWCA11-2382,4404,1,M,EMU,EH,8,4,1.5299,0.7357,0.7555,7,1,1.3252,0.681,0.7046,5,2,7,0,0,0,8,0,0,0,0,0,0,40,100,80,20,40,0,12,103.61,103.219,100.38,0.648447,27.395,15.307,130.567,7.101,26.589,23.47,0.631,16.792,5.515,17.301,0.578,10.11,0.695,4.7,4.7
NWCA11-2382,4551,2,M,EMU,EH,8,4,1.4583,0.7013,0.7273,7,1,1.2345,0.6344,0.6634,5,2,7,0,0,0,8,0,0,0,0,0,0,100,100,0,60,40,0,12,372.49,371.202,370.23,0.620305,36.507,11.082,62.624,1.451,17.094,10.52,1.075,4.696,-13.785,4.1,1.035,-1.13,1.108,6.8,6.8
NWCA11-2384,4403,1,I,EMU,PRLW,39,28,1.952,0.5328,0.8311,38,1,1.951,0.5363,0.8311,6,13,19,2,6,0,38,0,0,0,100,100,60,100,100,20,100,40,0,0.02,3.29,1.516,1.16,1.60064,1.552,9.267,38.987,3.60E-02,16.94,18.32,0.637,15.046,12.945,15.133,0.495,11.78,0.471,8.2,
NWCA11-2385,4401,1,I,EMU,PRLW,34,26,2.1588,0.6122,0.8355,34,0,2.1588,0.6122,0.8355,2,11,13,4,8,0,34,0,0,0,100,80,100,100,100,20,100,0,0,0,429.59,421.709,419.08,0.399014,59.943,11.453,107.733,5.958,19.463,14.83,0.706,9.022,-4.403,9.134,0.679,3.22,0.773,4.633333333,4.55
NWCA11-2386,4400,1,I,EMU,PRLH,64,34,2.2307,0.5364,0.8159,48,15,1.9133,0.4942,0.707,12,27,39,5,6,1,62,0,0,0,60,100,80,100,100,0,100,60,0,67.16,2.71,1.395,0.96,0.598252,45.446,16.98,124.942,5.51,26.897,24.42,0.481,19.811,10.175,20.227,0.526,15.21,0.639,5.433333333,5.433333333
NWCA11-2388,4399,1,I,EMU,PRLH,29,20,1.5936,0.4733,0.6609,29,0,1.5936,0.4733,0.6609,6,13,19,5,2,1,28,100,80,0,0,0,20,20,20,100,0,0,0,0,3.84,1.85,0.52,0.62512,52.249,18.363,126.122,5.638,26.984,24.8,0.506,19.263,8.907,19.52,0.497,13.72,0.633,5.75,5.75
NWCA11-2389,4398,1,M,EMU,PRLW,61,40,2.0701,0.5036,0.8089,57,2,2.0648,0.5107,0.8087,6,31,37,4,5,1,56,0,0,0,100,100,100,100,100,100,80,60,20,0.1,479.16,473.128,471.06,0.696423,40.152,9.081,45.948,1.093,16.944,11.06,1.307,4.599,-14.072,3.145,1.153,-1.86,1.099,,
NWCA11-2390,4397,1,M,EMU,EH,14,11,0.2871,0.1088,0.0998,12,2,1.5839,0.6374,0.7365,3,3,6,0,0,2,10,0,0,0,0,0,100,80,100,100,100,20,0,100.06,3.22,1.791,0.58,0.732099,50.018,16.243,121.165,5.925,26.91,23.37,0.501,18.792,8.407,19.069,0.565,14.21,0.735,6.15,6.15
NWCA11-2392,4396,1,I,EMU,PRLW,32,19,1.6236,0.4685,0.7045,32,0,1.6236,0.4685,0.7045,4,10,14,5,3,1,31,0,0,0,80,80,80,100,100,40,100,0,0,0,849.13,838.811,829.1,1.43276,4.504,10.762,52.372,0.217,19.628,24.26,0.907,15.121,7.802,13.708,0.645,5.98,0.848,6.65,6.65
NWCA11-2393,4549,1,M,EMU,PRLH,19,12,0.8639,0.2934,0.3729,19,0,0.8639,0.2934,0.3729,5,13,18,0,0,0,19,100,80,0,0,0,0,100,20,100,0,0,0,0,34.82,34.574,34.31,0.537123,55.831,17.115,128.719,5.678,26.496,26.75,0.539,20.165,9.977,19.947,0.505,13.58,0.647,3.566666667,3.566666667
NWCA11-2401,3316,2,M,EMU,PRLH,23,18,1.9421,0.6194,0.7452,20,0,1.7346,0.579,0.6982,6,3,9,1,7,0,20,0,0,0,0,0,40,80,100,100,40,40,0,0,1425.05,1414.68,1412.31,1.19238,7.902,14.093,72.448,0.465,18.564,19.45,0.782,12.9,6.208,12.467,0.647,6.35,0.805,5.575,5.575
NWCA11-2401,5090,1,M,EMU,PRLH,15,12,1.6515,0.6098,0.6716,13,0,2.0569,0.8019,0.8411,4,3,7,0,4,2,10,0,0,0,0,0,40,60,100,100,20,20,0,0,3.74,2.641,1.25,0.581751,29.53,33.189,209.883,3.625,13.782,14.77,0.715,10.234,5,9.583,0.506,5.7,0.534,5.15,5.15
NWCA11-2402,3315,2,M,CPL,PRLW,31,26,2.0117,0.5858,0.7656,27,3,1.958,0.5941,0.7603,6,13,19,0,4,0,29,0,100,0,100,100,100,100,100,100,40,0,0,1.6,787.1,768.654,749.42,0.772376,38.604,7.948,38.341,0.826,16.184,12.59,1.188,5.85,-11.628,4.101,1.017,-0.89,0.916,9.44,9.9
NWCA11-2402,3366,1,M,CPL,PRLW,24,22,1.8343,0.5772,0.7446,21,1,1.524,0.5006,0.614,3,11,14,0,4,0,21,20,60,100,100,100,80,20,100,0,20,20,0,0.2,531.32,527.104,523.27,0.462695,95.378,12.003,118.773,7.179,17.516,13,0.76,7.474,-6.135,7.232,0.628,1.95,0.667,4.7,4.7
NWCA11-2403,5142,1,L,CPL,EH,9,7,1.2525,0.57,0.6057,9,0,1.2525,0.57,0.6057,3,2,5,0,1,0,9,0,0,0,0,0,20,60,100,0,60,100,0,0,19.12,3.703,-5.00E-02,0.395775,50.116,12.961,122.303,8.086,17.313,12.75,0.578,7.155,-5.407,7.769,0.603,1.55,0.661,4.95,4.933333333
NWCA11-2404,3404,1,I,CPL,EH,10,7,0.4742,0.2059,0.1757,10,0,0.4742,0.2059,0.1757,3,2,5,0,2,0,10,0,0,0,0,0,20,100,100,40,100,100,0,0,3.34,1.702,0.87,0.513619,64.012,16.29,159.067,8.902,26.522,25.4,0.615,18.936,8.32,19.112,0.555,12.47,0.907,5.5,5.5
NWCA11-2407,2769,1,I,CPL,EH,2,2,0.061,0.088,0.022,2,0,0.061,0.088,0.022,1,1,2,0,0,0,2,0,0,0,0,0,0,100,100,100,80,100,0,0,2048.92,2023.19,2017.76,0.38923,34.72,9.962,73.411,4.227,10.886,9.16,1.403,3.45,-6.587,2.398,1.265,-2.26,1.176,4.866666667,4.9
NWCA11-2408,5216,1,L,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100,80,100,100,100,0,0,506.01,499.421,497.78,0.774579,38.133,10.18,79.132,2.258,15.712,10.25,0.883,4.382,-10.535,4.441,0.928,-1.48,1.099,4.071428571,3.88
NWCA11-2410,3275,1,M,CPL,EW,12,9,1.8733,0.7539,0.8,11,1,1.8639,0.7773,0.7993,4,3,7,0,2,1,11,0,0,0,0,40,40,100,100,0,100,60,0,0.2,330.61,328.368,328.21,0.551541,34.859,8.814,81.98,3.751,17.407,12.68,0.803,6.633,-6.999,6.7,0.762,0.58,0.784,,
NWCA11-2411,5206,1,L,CPL,EH,8,7,0.9518,0.4577,0.4115,8,0,0.9518,0.4577,0.4115,2,1,3,0,1,0,8,0,0,0,0,20,0,60,100,80,80,80,0,0,8.83,8.698,8.52,0.455895,61.682,20.638,153.394,7.742,26.786,26.54,0.547,20.018,9.512,19.687,0.504,13.5,0.629,3.9,3.9
NWCA11-2412,3405,1,L,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100,0,100,40,100,0,0,233.24,232.722,232.34,0.696046,46.225,11.134,82.67,2.724,18.18,13.21,0.821,7.63,-8.363,7.227,0.829,2.05,0.908,5.966666667,5.966666667
NWCA11-2415,3547,1,M,CPL,PRLW,30,22,2.293,0.6742,0.8577,30,0,2.293,0.6742,0.8577,3,3,6,4,8,0,30,0,0,80,100,100,100,100,100,60,100,80,0,0,0.51,0.171,0,0.463353,59.613,11.116,109.679,7.583,23.669,19.57,0.63,14.236,1.744,14.622,0.6,8.9,0.723,6.1625,6.066666667
NWCA11-2416,5091,1,L,CPL,PRLW,39,28,2.8508,0.7781,0.9047,38,0,2.8463,0.7825,0.9046,9,5,14,1,11,1,38,0,0,60,80,100,100,100,100,0,100,60,0,0,0,0,0,0.570046,69.548,19.011,166.092,9.521,26.813,24.71,0.5,19.327,9.108,19.684,0.391,13.94,0.468,5.533333333,5.533333333
NWCA11-2417,5094,1,L,CPL,PRLW,27,22,2.4111,0.7316,0.8616,27,0,2.4111,0.7316,0.8616,4,4,8,0,10,0,26,0,0,20,100,100,100,100,100,0,100,80,0,0,207.11,206.855,206.54,0.724664,43.161,13.673,104.326,3.229,22.019,17.65,0.844,11.789,-3.928,11.545,0.745,5.93,0.762,5.75,5.833333333
NWCA11-2418,2750,1,I,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100,100,100,100,100,0,0,321.9,277.824,264.33,0.379264,61.767,10.957,102.524,6.359,20.125,16.31,0.726,10.413,-3.113,10.502,0.715,4.52,0.872,7.525,7.466666667
NWCA11-2420,3358,1,I,CPL,EH,16,9,1.8327,0.661,0.7682,15,0,1.7614,0.6504,0.7572,6,3,9,0,2,1,14,0,0,0,0,0,40,60,100,0,80,60,0,0,0.67,0.347,-0.14,0.511084,55.622,17.895,153.564,8.661,27.194,25.05,0.508,19.889,10.343,20.518,0.453,14.73,0.494,5.5,5.5
NWCA11-2423,5340,1,M,CPL,EW,31,20,2.0942,0.6098,0.7812,26,1,1.9779,0.6071,0.7673,9,8,17,1,4,2,27,0,0,0,0,0,100,100,100,0,100,20,0,1.4,748.28,738.838,729.44,0.398608,94.403,15.094,151.21,9.591,15.804,10.73,0.666,5.318,-7.663,6.346,0.681,-0.1,0.903,4.5,4.5
NWCA11-2424,5131,1,L,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100,100,60,100,100,0,0,0,0,0,0.574082,69.37,19.019,166.112,9.523,26.807,24.71,0.499,19.326,9.104,19.691,0.392,13.94,0.461,5.65,5.5
NWCA11-2426,2611,1,L,CPL,EH,6,5,1.0852,0.6057,0.6002,6,0,1.0852,0.6057,0.6002,3,2,5,0,0,0,6,0,0,0,0,0,0,60,100,100,100,40,0,0,1953.63,1934.72,1928.88,0.922875,9.992,4.542,26.656,1.272,18.532,18.22,0.594,9.443,-1.488,9.654,0.568,0.66,0.756,8.3,8.25
NWCA11-2427,3453,1,L,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100,100,100,0,60,0,0,198.25,186.668,181.84,0.559443,35.231,9.363,82.377,3.897,17.152,12.19,0.728,7.721,-4.647,7.82,0.79,3.25,0.957,3.666666667,3.666666667
NWCA11-2431,5248,1,L,CPL,EH,8,5,1.1656,0.5605,0.5503,8,0,1.1656,0.5605,0.5503,3,2,5,0,0,0,8,0,0,0,0,0,0,100,100,80,60,80,0,0,0.81,0.5,0.3,0.650895,63.747,15.307,128.186,8.416,24.179,21.74,0.59,16.486,3.905,15.921,0.547,11.23,0.674,3.4,3.4
NWCA11-2432,2752,1,I,CPL,PRLW,22,18,1.1654,0.377,0.4841,21,0,1.1334,0.3723,0.4773,4,5,9,1,7,0,21,0,0,0,100,80,80,60,80,100,0,0,0,0,610.73,609.007,606.6,0.923365,49.08,11.505,67.467,1.306,20.447,17.13,0.979,10.512,-4.72,9.929,0.766,3.89,0.698,6.114285714,6.1
NWCA11-2433,5249,1,M,CPL,PRLW,22,17,2.6463,0.8561,0.9086,22,0,2.6463,0.8561,0.9086,7,3,10,1,5,0,20,0,0,0,0,0,100,100,100,100,100,0,0,0,418.82,416.371,415.48,0.740616,37.849,8.908,54.668,0.944,18.237,13.26,1.302,6.752,-11.968,5.522,1.055,0.25,0.972,6.833333333,6.1
NWCA11-2434,2791,1,I,CPL,EH,9,6,1.4748,0.6712,0.7321,9,0,1.4748,0.6712,0.7321,4,2,6,0,1,1,8,0,0,0,0,0,0,100,100,0,80,80,0,0,536.95,536.801,536.27,0.754883,38.437,8.013,43.81,1.09,16.458,10.33,1.278,4.02,-14.099,2.785,1.111,-2.29,1.053,,
NWCA11-2435,2792,1,L,CPL,EH,9,6,1.5782,0.7183,0.7203,9,0,1.5782,0.7183,0.7203,3,3,6,0,1,1,8,0,0,0,0,0,20,100,100,40,100,80,0,0,24.44,23.889,23.64,1.09397,5.293,5.892,29.267,0.014,21.525,24.21,0.596,16.598,8.442,16.387,0.481,8.99,0.637,8.1,7.9
NWCA11-2436,5250,1,L,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100,100,100,80,0,0,0,120.44,118.646,116.46,0.684275,52.129,15.332,141.591,8.464,24.659,22.36,0.734,15.894,3.972,16.3,0.538,9.43,0.489,,
NWCA11-2437,3676,1,I,CPL,PRLW,51,37,2.914,0.7411,0.912,45,4,2.7624,0.7257,0.9,9,16,25,3,5,2,46,0,0,40,100,60,40,100,100,100,100,100,0,7.6,459.79,459.156,457.53,0.771773,39.669,9.089,45.94,1.266,16.557,10.1,1.2,3.73,-15.04,2.635,1.075,-2.64,1.07,8.228571429,7.9
NWCA11-2442,5130,1,L,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100,80,100,100,100,0,0,611.38,560.444,546.27,0.384341,72.091,14.347,131.847,8.41,18.01,15.83,0.662,9.467,-4.047,8.998,0.509,3.1,0.517,5.1,4.866666667
NWCA11-2443,3678,1,L,CPL,EH,13,8,1.3436,0.5238,0.6518,12,1,1.3347,0.5371,0.6508,6,2,8,2,1,0,13,0,0,0,0,0,20,100,100,60,80,20,0,0.2,128.04,123.787,122.54,0.760158,55.328,14.128,133.983,7.572,23.732,20.85,0.757,14.695,2.373,15.409,0.636,8.54,0.621,4.9,4.9
NWCA11-2444,5129,1,M,CPL,EW,11,5,1.4793,0.6169,0.688,6,4,0.8797,0.491,0.5143,7,2,9,0,0,2,7,0,0,0,0,0,20,80,80,40,100,100,0,23.6,5.65,5.144,4.58,0.607224,74.024,13.99,130.4,9.178,24.079,21.5,0.692,15.5,3.078,15.326,0.517,9.5,0.57,3.9,3.9
NWCA11-2445,5261,1,I,CPL,PRLW,29,23,2.5168,0.7474,0.8568,28,0,2.4346,0.7306,0.8411,2,4,6,4,6,0,29,0,0,0,100,100,100,100,100,0,100,0,0,0,497.21,496.797,494.23,0.675184,37.732,8.626,52.388,0.988,18.201,13.29,1.338,6.802,-11.4,5.559,1.072,0.31,0.973,6.733333333,6.7
NWCA11-2446,5128,1,L,CPL,EH,3,2,0.7364,0.6703,0.4351,3,0,0.7364,0.6703,0.4351,2,1,3,0,0,0,3,0,0,0,0,0,0,80,100,80,40,100,0,0,188.93,185.479,183.47,0.579543,56.867,10.639,99.201,4.475,19.715,15.07,0.778,10.449,-4.037,10.242,0.703,5.82,0.806,5.525,5.466666667
NWCA11-2447,5262,1,M,CPL,EW,17,11,1.7024,0.6009,0.7169,14,0,1.5422,0.5844,0.6896,5,4,9,1,2,2,12,0,0,0,0,0,20,100,100,20,100,60,0,0,0.14,1.30E-02,0,0.448243,55.431,13.046,111.803,7.499,24.536,20.08,0.682,15.796,4.292,16.197,0.527,11.51,0.586,5.25,5.1
NWCA11-2448,5127,1,I,CPL,PRLW,24,20,2.3088,0.7265,0.8637,24,0,2.3088,0.7265,0.8637,3,4,7,1,6,0,24,0,0,80,100,100,100,100,100,0,100,60,0,0,0.65,3.00E-02,-0.15,0.494994,45.93,17.738,152.254,8.966,27.486,25.23,0.505,20.037,10.788,20.88,0.42,14.84,0.454,5.666666667,5.666666667
NWCA11-2450,3679,1,L,CPL,EH,2,2,0.6766,0.9761,0.4835,2,0,0.6766,0.9761,0.4835,1,1,2,0,0,0,2,0,0,0,0,0,0,20,100,80,0,100,0,0,634.34,630.832,627.19,0.823842,37.694,9.28,50.331,1.012,16.682,11.57,1.224,5.414,-12.862,4.055,1.03,-0.74,0.986,,
NWCA11-2451,5126,1,I,CPL,PRLW,15,11,1.5131,0.5587,0.6645,13,1,1.6421,0.6402,0.7482,2,2,4,1,4,1,13,0,0,0,0,100,80,100,80,0,100,0,0,4,613.27,597.577,594.05,0.715509,41.275,9.146,48.138,1.427,15.17,8.94,1.109,3.019,-15.308,1.757,1.062,-2.9,1.147,7.8,7.8
NWCA11-2452,5269,1,L,CPL,EH,10,8,1.8281,0.7939,0.8025,10,0,1.8281,0.7939,0.8025,3,2,5,0,2,0,10,0,0,0,0,0,60,100,100,20,100,80,0,0,561.78,559.047,557.85,0.622473,39.022,8.344,43.731,1.116,16.95,11.48,1.234,5.265,-13.116,3.838,1.073,-0.95,1.032,7.883333333,7.86
NWCA11-2453,3681,1,L,CPL,PRLW,29,19,2.4074,0.7149,0.8333,28,0,2.3859,0.716,0.8314,4,1,5,1,12,0,28,0,0,0,100,100,100,60,100,0,100,40,0,0,354.85,354.19,353.81,0.691591,41.556,10.314,61.254,1.408,16.379,9.89,1.101,4.02,-14.237,3.657,1.087,-1.85,1.149,7.75,7.75
NWCA11-2454,3682,1,L,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100,0,100,0,0,0,0,32.35,29.834,29.1,0.678419,64.817,13.028,117.5,7.774,24.136,21.67,0.727,15.197,2.767,15.403,0.536,8.73,0.571,4.7,4.7
NWCA11-2455,5125,1,L,CPL,EH,4,4,0.2843,0.2051,0.1215,4,0,0.2843,0.2051,0.1215,2,1,3,0,0,0,4,0,0,0,0,0,0,0,100,80,20,100,0,0,393.81,393.519,393.4,0.748511,31.4,9.163,55.113,0.962,18.325,13.25,1.296,6.812,-12.075,5.615,1.033,0.37,0.931,7.625,7.45
NWCA11-2458,3683,1,I,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100,80,100,80,100,0,0,1324.45,1323.62,1322.76,0.780988,17.743,6.023,34.349,1.098,15.326,14.26,1.127,6.626,-6.827,5.901,0.898,-1.01,0.825,6.65,6.92
NWCA11-2459,5124,1,I,CPL,PRLH,27,24,1.8543,0.5626,0.7304,23,2,1.9922,0.6354,0.7919,5,8,13,3,6,1,24,0,0,20,80,60,100,100,100,100,100,0,0,6.84,603.9,602.979,601.82,0.431492,71.093,15.336,151.801,9.966,15.989,10.47,0.717,4.811,-9.23,5.029,0.856,-0.85,1.056,3.6,3.6
NWCA11-2481,5122,2,L,IPL,PRLH,5,3,1.1065,0.6875,0.6673,4,0,0.7051,0.5086,0.5016,2,3,5,0,0,0,5,0,100,0,0,0,100,0,0,100,100,0,0,75,308.81,307.78,306.86,0.681527,54.978,11.29,85,2.277,17.43,12.53,0.84,6.565,-10.046,6.055,0.799,0.6,0.858,4.32,4.133333333
NWCA11-2481,5123,1,L,IPL,PRLH,5,3,1.0433,0.6482,0.6218,4,0,0.7043,0.508,0.4928,2,3,5,0,0,0,5,0,100,0,0,0,100,60,0,100,0,0,0,69,2.99,0.793,0,0.59724,47.861,17.358,126.505,5.896,26.693,25.03,0.513,19.269,8.803,19.567,0.509,13.51,0.647,4.25,4.25
NWCA11-2488,5121,1,I,IPL,PRLH,6,4,0.71,0.3963,0.497,4,0,0.0342,0.0247,0.0094,4,2,6,0,0,0,6,0,100,0,0,0,100,100,0,100,100,0,0,64.08,58.01,57.052,55.99,0.909251,39.25,15.102,138.514,7.628,25.608,22.14,0.69,16.495,4.862,17.358,0.567,10.85,0.525,4.9,4.9
NWCA11-2494,5688,1,L,IPL,PRLH,30,15,1.8029,0.5301,0.7795,21,7,1.428,0.469,0.6457,10,18,28,0,1,9,15,0,0,0,0,0,20,100,100,0,100,100,0,39.4,262.29,253.047,250.77,0.75084,40.734,10.981,89.401,3.7,18.419,13.87,0.835,8.449,-7.022,8.245,0.767,3.02,0.78,7.05,6.666666667
NWCA11-2495,5690,2,M,IPL,PRLH,8,7,1.0057,0.4836,0.5215,6,0,0.5686,0.3173,0.3198,1,7,8,0,0,0,8,20,100,0,0,0,60,100,0,100,100,0,0,21.64,3.94,3.265,3.07,0.849083,33.02,17.095,144.463,7.753,27.275,25.53,0.592,20.571,10.918,20.492,0.458,15.62,0.491,6.075,5.833333333
NWCA11-2495,5696,1,M,IPL,PRLH,9,8,0.9568,0.4355,0.4786,7,0,0.5049,0.2595,0.2344,2,7,9,0,0,0,9,0,100,0,0,0,60,100,0,100,0,0,0,22.44,433.17,432.936,431.55,0.606965,38.694,11.336,73.573,1.61,15.047,9.91,0.957,3.862,-13.52,3.258,0.953,-2.18,1.017,4.4,4.4
NWCA11-2500,5697,1,M,IPL,PRLH,39,17,1.9067,0.5204,0.8001,25,10,1.4529,0.4514,0.65,13,19,32,1,1,2,32,0,100,0,20,0,0,100,80,100,80,60,0,61.7,159.5,148.082,147.73,0.260523,96.975,12.961,132.91,8.478,19.696,15.42,0.644,9.453,-3.97,9.635,0.645,3.49,0.749,5.28,5.28
